"iso3c","iso2c","cname_en","edate","mmm","mmm_doc","electorate","total_vote","valid_vote","total_seats","electorate_2ndtier","total_vote_2ndtier","valid_vote_2ndtier","total_seats_2ndtier","party_id","cmp","cmp_parfam","pinitials","pname_en","pname_or","votes","v_share","estimate","votes_2ndtier","v_share_2ndtier","estimate_2ndtier","v_share_wgt","seats","seats_2ndtier","s_share","alliance","alliance_id","alliance_cmp","alliance_initials","alliance_en","alliance_or","region","continent","eu_member","eu_east","eu_since","eu_exit","oecd","oecd23","oecd_since"
"ALB","AL","Albania",1991-03-31,"no","no",1977516,1949816,1862520,250,NA,NA,NA,NA,"AL10","75810","80","PAS","Agrarian Party of Albania","Partia Agrare ë Shqipërisë",1379,0.000740394734016279,"no",NA,NA,NA,0.000740394734016279,0,NA,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1991-03-31,"no","no",1977516,1949816,1862520,250,NA,NA,NA,NA,"AL2","75624","60","PDS","Democratic Party of Albania","Partia Demokratike ë Shqipërisë",720948,0.387082017911217,"no",NA,NA,NA,0.387082017911217,75,NA,0.3,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1991-03-31,"no","no",1977516,1949816,1862520,250,NA,NA,NA,NA,"AL22",NA,NA,"KKVLAPSH","National Veterans' Committee","Komiteti Kombetar i Veteraneve te-Liftes Antifashiste te Popullit Shqiptar",5241,0.00281392951485085,"no",NA,NA,NA,0.00281392951485085,1,NA,0.004,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1991-03-31,"no","no",1977516,1949816,1862520,250,NA,NA,NA,NA,"AL4","75220","20","PSS","Socialist Party of Albania","Partia Socialiste e Shqipërisë",1046120,0.561669136438803,"no",NA,NA,NA,0.561669136438803,169,NA,0.676,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1991-03-31,"no","no",1977516,1949816,1862520,250,NA,NA,NA,NA,"AL6","75951","90","OMONIA","Democratic Union of the Greek Minority","Bashkimia Demokratik i Minoritet Grek",13538,0.0072686467796319,"no",NA,NA,NA,0.0072686467796319,5,NA,0.02,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1991-03-31,"no","no",1977516,1949816,1862520,250,NA,NA,NA,NA,"AL7","75722","70","PRSH","Albanian Republican Party","Partia Republikana Shqipërisë",27393,0.0147074930738999,"no",NA,NA,NA,0.0147074930738999,0,NA,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1991-03-31,"no","no",1977516,1949816,1862520,250,NA,NA,NA,NA,"AL999",NA,NA,NA,"Others","Others",47901,0.0257183815475807,"no",NA,NA,NA,0.0257183815475807,0,NA,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1992-03-22,"yes","yes",2021169,1680480,1680480,40,NA,NA,NA,100,"AL2","75624","60","PDS","Democratic Party of Albania","Partia Demokratike ë Shqipërisë",1046193,0.622556055412739,"no",NA,NA,NA,0.622556055412739,2,90,0.657142857142857,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1992-03-22,"yes","yes",2021169,1680480,1680480,40,NA,NA,NA,100,"AL4","75220","20","PSS","Socialist Party of Albania","Partia Socialiste e Shqipërisë",433602,0.258022707797772,"no",NA,NA,NA,0.258022707797772,32,6,0.271428571428571,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1992-03-22,"yes","yes",2021169,1680480,1680480,40,NA,NA,NA,100,"AL5","75320","30","PSDSH","Social Democratic Party of Albania","Partia Socialdemokrate ë Shqipërisë",73820,0.0439279253546606,"no",NA,NA,NA,0.0439279253546606,6,1,0.05,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1992-03-22,"yes","yes",2021169,1680480,1680480,40,NA,NA,NA,100,"AL6","75951","90","PDNJ","Human Rights Union Party","Partia Bashkimi per te Drejtat e Njeriut",48923,0.02911251547177,"no",NA,NA,NA,0.02911251547177,0,2,0.0142857142857143,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1992-03-22,"yes","yes",2021169,1680480,1680480,40,NA,NA,NA,100,"AL7","75722","70","PRSH","Albanian Republican Party","Partia Republikana Shqipërisë",52477,0.0312273874131201,"no",NA,NA,NA,0.0312273874131201,0,1,0.00714285714285714,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1992-03-22,"yes","yes",2021169,1680480,1680480,40,NA,NA,NA,100,"AL999",NA,NA,NA,"Others","Others",25465,0.0151534085499381,"no",NA,NA,NA,0.0151534085499381,0,0,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1996-05-26,"yes","yes",2204002,1963344,1646571,25,NA,NA,NA,115,"AL12","75623","95","PLL","Legality Movement Party","Partia Lëvizja e Legalitetit",34109,0.0207151711040702,"no",NA,NA,NA,0.0207151711040702,0,0,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1996-05-26,"yes","yes",2204002,1963344,1646571,25,NA,NA,NA,115,"AL16",NA,NA,"PDK","Demochristian Party of Albania","Partia Demokristiane ë Shqipërisë",21068,0.0127950753414217,"no",NA,NA,NA,0.0127950753414217,0,0,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1996-05-26,"yes","yes",2204002,1963344,1646571,25,NA,NA,NA,115,"AL2","75624","60","PDS","Democratic Party of Albania","Partia Demokratike ë Shqipërisë",914218,0.555225374429648,"no",NA,NA,NA,0.555225374429648,17,105,0.871428571428571,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1996-05-26,"yes","yes",2204002,1963344,1646571,25,NA,NA,NA,115,"AL20","75622","70","PUK","National Unity Party","Partia e Unitetit Kombëtare",3939,0.00239224424576893,"no",NA,NA,NA,0.00239224424576893,0,0,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1996-05-26,"yes","yes",2204002,1963344,1646571,25,NA,NA,NA,115,"AL4","75220","20","PSS","Socialist Party of Albania","Partia Socialiste e Shqipërisë",335402,0.203697259334702,"no",NA,NA,NA,0.203697259334702,5,5,0.0714285714285714,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1996-05-26,"yes","yes",2204002,1963344,1646571,25,NA,NA,NA,115,"AL6","75951","90","PDNJ","Human Rights Union Party","Partia Bashkimi per te Drejtat e Njeriut",66529,0.0404045741118968,"no",NA,NA,NA,0.0404045741118968,1,2,0.0214285714285714,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1996-05-26,"yes","yes",2204002,1963344,1646571,25,NA,NA,NA,115,"AL7","75722","70","PRSH","Albanian Republican Party","Partia Republikana Shqipërisë",94567,0.0574326889031812,"no",NA,NA,NA,0.0574326889031812,1,2,0.0214285714285714,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1996-05-26,"yes","yes",2204002,1963344,1646571,25,NA,NA,NA,115,"AL8","75721","70","PBK","Party of National Front","Partia Balli Kombetar",81822,0.0496923606695369,"no",NA,NA,NA,0.0496923606695369,1,1,0.0142857142857143,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1996-05-26,"yes","yes",2204002,1963344,1646571,25,NA,NA,NA,115,"AL999",NA,NA,NA,"Others","Others",94917,0.057645251859774,"no",NA,NA,NA,0.057645251859774,0,0,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL10","75810","80","PAS","Agrarian Party of Albania","Partia Agrare ë Shqipërisë",10421,0.00796698529001401,"no",NA,NA,NA,0.00796698529001401,0,1,0.00645161290322581,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL12","75623","95","PLL","Legality Movement Party","Partia Lëvizja e Legalitetit",42567,0.0325430057422538,"no",NA,NA,NA,0.0325430057422538,2,0,0.0129032258064516,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL16",NA,NA,"PDK","Demochristian Party of Albania","Partia Demokristiane ë Shqipërisë",12728,0.00973071574429502,"no",NA,NA,NA,0.00973071574429502,0,0,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL2","75624","60","PDS","Democratic Party of Albania","Partia Demokratike ë Shqipërisë",336167,0.25700389060437,"no",NA,NA,NA,0.25700389060437,11,17,0.180645161290323,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL20","75622","70","PUK","National Unity Party","Partia e Unitetit Kombëtare",3784,0.00289291549154717,"no",NA,NA,NA,0.00289291549154717,0,1,0.00645161290322581,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL4","75220","20","PSS","Socialist Party of Albania","Partia Socialiste e Shqipërisë",690003,0.52751595346565,"no",NA,NA,NA,0.52751595346565,22,79,0.651612903225806,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL5","75320","30","PSDSH","Social Democratic Party of Albania","Partia Socialdemokrate ë Shqipërisë",32537,0.0248749448595323,"no",NA,NA,NA,0.0248749448595323,1,8,0.0580645161290323,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL6","75951","90","PDNJ","Human Rights Union Party","Partia Bashkimi per te Drejtat e Njeriut",37191,0.0284329862701191,"no",NA,NA,NA,0.0284329862701191,1,3,0.0258064516129032,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL7","75722","70","PRSH","Albanian Republican Party","Partia Republikana Shqipërisë",31573,0.0241379547607343,"no",NA,NA,NA,0.0241379547607343,1,0,0.00645161290322581,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL8","75721","70","PBK","Party of National Front","Partia Balli Kombetar",30693,0.0234651837161885,"no",NA,NA,NA,0.0234651837161885,1,2,0.0193548387096774,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL9","75421","40","PADS","Party of the Democratic Alliance of Albania","Partia Aliancë Demokratike e Shqipërisë",35596,0.0272135887518797,"no",NA,NA,NA,0.0272135887518797,1,1,0.0129032258064516,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL998",NA,NA,NA,"Independents/Non-Partisans","Independents/Non-Partisans",0,0,"no",NA,NA,NA,0,0,3,0.0193548387096774,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",1997-06-29,"yes","yes",1947235,1412929,1308023,40,NA,NA,NA,115,"AL999",NA,NA,NA,"Others","Others",44761,0.0342203462783147,"no",NA,NA,NA,0.0342203462783147,0,0,0,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2001-06-24,"no","no",2499238,1824444,1323900,140,NA,NA,NA,NA,"AL10","75810","80","PAS","Agrarian Party of Albania","Partia Agrare ë Shqipërisë",33993,0.0256764106050306,"no",NA,NA,NA,0.0256764106050306,3,NA,0.0214285714285714,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2001-06-24,"no","no",2499238,1824444,1323900,140,NA,NA,NA,NA,"AL11",NA,NA,"PDR","New Democratic Party","Partia Demokrate e Re",67349,0.0508716670443387,"no",NA,NA,NA,0.0508716670443387,6,NA,0.0428571428571429,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2001-06-24,"no","no",2499238,1824444,1323900,140,NA,NA,NA,NA,"AL4","75220","20","PSS","Socialist Party of Albania","Partia Socialiste e Shqipërisë",549589,0.415128786162097,"no",NA,NA,NA,0.415128786162097,73,NA,0.521428571428571,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2001-06-24,"no","no",2499238,1824444,1323900,140,NA,NA,NA,NA,"AL5","75320","30","PSDSH","Social Democratic Party of Albania","Partia Socialdemokrate ë Shqipërisë",48253,0.0364476168894932,"no",NA,NA,NA,0.0364476168894932,4,NA,0.0285714285714286,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2001-06-24,"no","no",2499238,1824444,1323900,140,NA,NA,NA,NA,"AL6","75951","90","PDNJ","Human Rights Union Party","Partia Bashkimi per te Drejtat e Njeriut",34607,0.026140191857391,"no",NA,NA,NA,0.026140191857391,3,NA,0.0214285714285714,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2001-06-24,"no","no",2499238,1824444,1323900,140,NA,NA,NA,NA,"AL610",NA,NA,"BF","Union for Victory","Bashkimi Per Fitoren",487314,0.368089734874235,"no",NA,NA,NA,0.368089734874235,46,NA,0.328571428571429,"Electoral alliance",NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2001-06-24,"no","no",2499238,1824444,1323900,140,NA,NA,NA,NA,"AL9","75421","40","PADS","Party of the Democratic Alliance of Albania","Partia Aliancë Demokratike e Shqipërisë",33718,0.0254686909887454,"no",NA,NA,NA,0.0254686909887454,3,NA,0.0214285714285714,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2001-06-24,"no","no",2499238,1824444,1323900,140,NA,NA,NA,NA,"AL997",NA,NA,NA,"Others/Independents","Others/Independents",69077,0.0521769015786691,"no",NA,NA,NA,0.0521769015786691,2,NA,0.0142857142857143,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL10","75810","80","PAA","Environmentalist Agrarian Party","Partia Agrare Ambientaliste e Shqipërisë",89635,0.065607739861487,"no",NA,NA,NA,0.065607739861487,4,NA,0.0285714285714286,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL11",NA,NA,"PDR","New Democratic Party","Partia Demokrate e Re",101587.333333333,0.0743561704530095,"yes",NA,NA,NA,0.0743561704530095,4,NA,0.0285714285714286,"Electoral alliance member","AL605",NA,"AFJW","Alliance for Freedom, Justice and Welfare","Aliansa për Liri, Drejtësi dhe Mirëqenie","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL13",NA,NA,"BLD","Liberal Democratic Union","Bashkimi Liberal Demokrat",25396.8333333333,0.0185890426132524,"yes",NA,NA,NA,0.0185890426132524,1,NA,0.00714285714285714,"Electoral alliance member","AL605",NA,"AFJW","Alliance for Freedom, Justice and Welfare","Aliansa për Liri, Drejtësi dhe Mirëqenie","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL16",NA,NA,"PDK","Demochristian Party of Albania","Partia Demokristiane ë Shqipërisë",50793.6666666667,0.0371780852265047,"yes",NA,NA,NA,0.0371780852265047,2,NA,0.0142857142857143,"Electoral alliance member","AL605",NA,"AFJW","Alliance for Freedom, Justice and Welfare","Aliansa për Liri, Drejtësi dhe Mirëqenie","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL18",NA,NA,"PDSSH","Social Democracy Party of Albania","Partia Demokracia Sociale ë Shqipërisë",57998,0.042451248914894,"no",NA,NA,NA,0.042451248914894,2,NA,0.0142857142857143,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL19","75230","20","LSI","Socialist Movement for Integration","Leviszja Socialiste per Integrim",114798,0.0840256297274389,"no",NA,NA,NA,0.0840256297274389,5,NA,0.0357142857142857,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL2","75624","60","PDS","Democratic Party of Albania","Partia Demokratike ë Shqipërisë",104796,0.0767047325991454,"no",NA,NA,NA,0.0767047325991454,56,NA,0.4,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL4","75220","20","PSS","Socialist Party of Albania","Partia Socialiste e Shqipërisë",121412,0.0888667028734631,"no",NA,NA,NA,0.0888667028734631,42,NA,0.3,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL5","75320","30","PSDSH","Social Democratic Party of Albania","Partia Socialdemokrate ë Shqipërisë",174103,0.127433528567016,"no",NA,NA,NA,0.127433528567016,7,NA,0.05,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL6","75951","90","PDNJ","Human Rights Union Party","Partia Bashkimi per te Drejtat e Njeriut",56403,0.0412837993128516,"no",NA,NA,NA,0.0412837993128516,2,NA,0.0142857142857143,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL7","75722","70","PRSH","Albanian Republican Party","Partia Republikana Shqipërisë",279365.166666667,0.204479468745776,"yes",NA,NA,NA,0.204479468745776,11,NA,0.0785714285714286,"Electoral alliance member","AL605",NA,"AFJW","Alliance for Freedom, Justice and Welfare","Aliansa për Liri, Drejtësi dhe Mirëqenie","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL8","75721","70","PBK","Party of National Front","Partia Balli Kombetar",0,0,"yes",NA,NA,NA,0,0,NA,0,"Electoral alliance member","AL605",NA,"AFJW","Alliance for Freedom, Justice and Welfare","Aliansa për Liri, Drejtësi dhe Mirëqenie","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL880",NA,NA,NA,"Others - Alliance for Freedom, Justice and Welfare","Others - Aliansa për Liri, Drejtësi dhe Mirëqenie",0,0,"yes",NA,NA,NA,0,0,NA,0,"Electoral alliance member","AL605",NA,"AFJW","Alliance for Freedom, Justice and Welfare","Aliansa për Liri, Drejtësi dhe Mirëqenie","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL9","75421","40","PADS","Party of the Democratic Alliance of Albania","Partia Aliancë Demokratike e Shqipërisë",65093,0.0476443867998413,"no",NA,NA,NA,0.0476443867998413,3,NA,0.0214285714285714,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2005-07-03,"no","no",2850821,1402604,1366226,140,NA,NA,NA,NA,"AL997",NA,NA,NA,"Others/Independents","Others/Independents",124845,0.0913794643053199,"no",NA,NA,NA,0.0913794643053199,1,NA,0.00714285714285714,NA,NA,NA,NA,NA,NA,"Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL16",NA,NA,"PDK","Demochristian Party of Albania","Partia Demokristiane ë Shqipërisë",13308,0.00876001200650879,"no",NA,NA,NA,0.00876001200650879,0,NA,0,"Electoral alliance member","AL601",NA,"PL","Pole of Freedom","Poli i Lirise","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL18",NA,NA,"PDSSH","Social Democracy Party of Albania","Partia Demokracia Sociale ë Shqipërisë",10365,0.00682277761102071,"no",NA,NA,NA,0.00682277761102071,0,NA,0,"Electoral alliance member","AL603",NA,"BPM","Unification for Change","Bashkimi për Ndryshim","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL19","75230","20","LSI","Socialist Movement for Integration","Leviszja Socialiste per Integrim",73678,0.0484986597997862,"no",NA,NA,NA,0.0484986597997862,4,NA,0.0285714285714286,"Electoral alliance member","AL602",NA,"ASI","Socialist Alliance for Integration","Aleanca Socialiste për Integrim","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL2","75624","60","PDS","Democratic Party of Albania","Partia Demokratike ë Shqipërisë",610463,0.401838233358084,"no",NA,NA,NA,0.401838233358084,68,NA,0.485714285714286,"Electoral alliance member","AL600",NA,"AN","Alliance of Change","Aleanca e Ndyshimit","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL21","75910","90","PDI","Party for Justice and Integration","Partia për Drejtësi dhe Integrim",14477,0.00952950810176043,"no",NA,NA,NA,0.00952950810176043,1,NA,0.00714285714285714,"Electoral alliance member","AL600",NA,"AN","Alliance of Change","Aleanca e Ndyshimit","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL4","75220","20","PSS","Socialist Party of Albania","Partia Socialiste e Shqipërisë",620586,0.40850171408711,"no",NA,NA,NA,0.40850171408711,65,NA,0.464285714285714,"Electoral alliance member","AL603",NA,"BPM","Unification for Change","Bashkimi për Ndryshim","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL5","75320","30","PSDSH","Social Democratic Party of Albania","Partia Socialdemokrate ë Shqipërisë",10365,0.00682277761102071,"no",NA,NA,NA,0.00682277761102071,0,NA,0,"Electoral alliance member","AL603",NA,"BPM","Unification for Change","Bashkimi për Ndryshim","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL6","75951","90","PDNJ","Human Rights Union Party","Partia Bashkimi per te Drejtat e Njeriut",18078,0.0118998720358931,"no",NA,NA,NA,0.0118998720358931,1,NA,0.00714285714285714,"Electoral alliance member","AL603",NA,"BPM","Unification for Change","Bashkimi për Ndryshim","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL7","75722","70","PRSH","Albanian Republican Party","Partia Republikana Shqipërisë",31990,0.0210574679958083,"no",NA,NA,NA,0.0210574679958083,1,NA,0.00714285714285714,"Electoral alliance member","AL600",NA,"AN","Alliance of Change","Aleanca e Ndyshimit","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL880",NA,NA,NA,"Others - Alliance of Change","Others - Aleanca e Ndyshimit",55815,0.0367403118532678,"no",NA,NA,NA,0.0367403118532678,0,NA,0,"Electoral alliance member","AL600",NA,"AN","Alliance of Change","Aleanca e Ndyshimit","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL881",NA,NA,NA,"Others - Pole of Freedom","Others - Poli i Lirise",14347,0.00944393539655708,"no",NA,NA,NA,0.00944393539655708,0,NA,0,"Electoral alliance member","AL601",NA,"PL","Pole of Freedom","Poli i Lirise","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL882",NA,NA,NA,"Others - Socialist Alliance for Integration","Others - Aleanca Socialiste për Integrim",10729,0.00706238118559008,"no",NA,NA,NA,0.00706238118559008,0,NA,0,"Electoral alliance member","AL602",NA,"ASI","Socialist Alliance for Integration","Aleanca Socialiste për Integrim","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
"ALB","AL","Albania",2009-06-28,"no","no",2992271,1520074,1519176,140,NA,NA,NA,NA,"AL883",NA,NA,NA,"Others - Unification for Change","Others - Bashkimi për Ndryshim",29354,0.0193223168349158,"no",NA,NA,NA,0.0193223168349158,0,NA,0,"Electoral alliance member","AL603",NA,"BPM","Unification for Change","Bashkimi për Ndryshim","Southern Europe","Europe","no","no",NA,NA,"no","no",NA
